season,team,source_name,rank,adjoe,adjde,adj_em,barthag,sos_adj,luck,wab
2020,Charlotte,Charlotte,162,98.813,98.0187,0.7944,0.523189,0.486074,0.019184,-6.9748
2020,Fresno St.,Fresno St.,163,104.6258,103.952,0.6738,0.518566,0.538677,-0.107691,-10.9982
2020,Old Dominion,Old Dominion,164,98.6529,98.0241,0.6288,0.518377,0.516106,-0.093691,-11.3971
2020,South Alabama,South Alabama,165,104.2438,103.583,0.6608,0.518274,0.419115,0.05252,-5.7796
2020,Toledo,Toledo,166,106.2081,105.5779,0.6302,0.517104,0.460234,-0.019528,-8.9493
2020,Boston College Eagles,Boston College,167,99.7357,99.169,0.5667,0.516378,0.691119,0.070941,-6.9686
2020,Valparaiso Beacons,Valparaiso,168,103.4667,102.9464,0.5203,0.51449,0.532599,0.065376,-7.5005
2020,Winthrop Eagles,Winthrop,169,103.6329,103.1267,0.5062,0.514075,0.3242,0.030431,-4.9389
2020,Portland State Vikings,Portland St.,170,108.8335,108.3797,0.4538,0.51201,0.411305,-0.022543,-8.4495
2020,Western Carolina Catamounts,Western Carolina,171,106.6698,106.4924,0.1774,0.504785,0.455266,0.069171,-5.3744
2020,Charleston Cougars,Charleston,172,104.1722,104.3924,-0.2202,0.493929,0.488974,0.04037,0.0
2020,George Mason Patriots,George Mason,173,101.0177,101.2425,-0.2248,0.49361,0.526294,0.0524,-6.9657
2020,Northern Kentucky Norse,Northern Kentucky,174,100.8,101.1043,-0.3043,0.491336,0.362607,0.09447,-4.2847
2020,Boston University,Boston University,175,102.5653,103.0743,-0.509,0.485771,0.370467,0.006908,-7.7628
2020,Massachusetts,Massachusetts,176,101.6384,102.2391,-0.6008,0.483063,0.600928,0.053246,-7.2293
2020,William & Mary Tribe,William & Mary,177,103.558,104.2506,-0.6926,0.480845,0.430286,0.111628,-5.1526
2020,Tulane,Tulane,178,101.475,102.2496,-0.7746,0.478151,0.592971,-0.003086,-9.1516
2020,UAB Blazers,UAB,179,101.1348,101.9524,-0.8176,0.476869,0.434314,0.045836,-7.2244
2020,South Dakota Coyotes,South Dakota,180,107.5727,108.483,-0.9103,0.475792,0.368381,0.016573,-7.1159
2020,La Salle Explorers,La Salle,181,99.2059,100.1018,-0.8959,0.474175,0.540405,0.053586,-7.0778
2020,UC Santa Barbara Gauchos,UC Santa Barbara,182,104.7997,105.7996,-0.9999,0.472728,0.364408,0.068658,-5.6579
2020,Florida Atlantic,Florida Atlantic,183,99.9252,100.8937,-0.9685,0.472298,0.438559,-0.009946,-8.9108
2020,Southern Utah Thunderbirds,Southern Utah,184,97.7017,98.8935,-1.1917,0.4652,0.414013,-0.022383,-9.339
2020,Nicholls State Colonels,Nicholls St.,185,99.9506,101.1881,-1.2375,0.464682,0.34209,0.051989,-4.6807
2020,Loyola Marymount,Loyola Marymount,186,101.0466,102.411,-1.3644,0.461515,0.562984,-0.077572,-11.5925
2020,Sacramento State Hornets,Sacramento St.,187,97.0893,98.5375,-1.4482,0.457535,0.396678,-0.031934,-9.168
2020,Northern Illinois Huskies,Northern Illinois,188,99.1682,100.7253,-1.5572,0.455326,0.442846,0.060091,-7.2544
2020,Mercer,Mercer,189,100.4306,102.0746,-1.644,0.453453,0.430058,-0.003283,-9.0596
2020,Saint Francis,Saint Francis,190,106.6698,108.4536,-1.7837,0.452466,0.335683,0.064001,0.0
2020,Illinois Chicago,Illinois Chicago,191,96.6,98.2739,-1.6739,0.450768,0.388696,-0.058781,-11.7661
2020,Rice,Rice,192,105.6866,107.5998,-1.9132,0.448603,0.464103,-0.027247,-10.6446
2020,UTEP Miners,UTEP,193,96.7333,98.6411,-1.9078,0.444084,0.456707,0.025533,-8.7438
2020,Eastern Michigan Eagles,Eastern Michigan,194,94.7865,96.7025,-1.916,0.442718,0.470425,0.015344,-9.1837
2020,Coastal Carolina,Coastal Carolina,195,104.3345,106.4949,-2.1604,0.441348,0.451462,-0.021054,-10.6515
2020,Hawaii Rainbow Warriors,Hawaii,196,97.4781,99.5939,-2.1158,0.438576,0.404515,0.000504,-8.083
2020,American Eagles,American,197,100.7107,103.0583,-2.3475,0.434139,0.350618,-0.052598,-10.1368
2020,Air Force Falcons,Air Force,198,106.4215,109.0379,-2.6164,0.430622,0.538982,-0.038991,-11.9821
2020,Radford,Radford,199,104.7236,107.3127,-2.5891,0.430243,0.357225,0.067811,-5.9878
2020,Illinois State Redbirds,Illinois St.,200,99.0449,101.8014,-2.7564,0.421731,0.545746,-0.076227,-13.7325
2020,Saint Peter's,Saint Peter's,201,94.7985,97.5225,-2.724,0.419265,0.343963,0.010909,-7.6954
2020,Dartmouth,Dartmouth,202,96.5434,99.4049,-2.8615,0.416806,0.444742,-0.065088,-11.619
2020,Rider Broncs,Rider,203,99.0124,102.0293,-3.0169,0.414554,0.357973,0.032415,-7.5086
2020,Sam Houston St.,Sam Houston St.,204,99.8726,103.0675,-3.1948,0.410448,0.345422,-0.000986,-8.5062
2020,Robert Morris Colonials,Robert Morris,205,100.1906,103.4585,-3.2678,0.40876,0.34179,0.006625,-9.2374
2020,Appalachian St.,Appalachian St.,206,98.2943,101.5291,-3.2349,0.407968,0.473615,0.08567,-7.7975
2020,UTSA Roadrunners,UTSA,207,104.014,107.5265,-3.5124,0.405662,0.476424,-0.047708,-12.2018
2020,Monmouth Hawks,Monmouth,208,98.4176,101.7902,-3.3726,0.404323,0.363668,0.025038,-8.1976
2020,Brown,Brown,209,96.4973,99.8394,-3.342,0.403346,0.455336,0.084179,-6.5129
2020,Cal Baptist,Cal Baptist,210,104.806,108.5593,-3.7533,0.400199,0.315143,0.052684,-6.2137
2020,Seattle,Seattle,211,100.9548,104.6366,-3.6819,0.398446,0.376686,-0.071017,-9.9739
2020,Central Michigan,Central Michigan,212,102.0065,105.9777,-3.9712,0.39193,0.467484,-0.014531,-11.0131
2020,Sacred Heart Pioneers,Sacred Heart,213,100.7788,104.7829,-4.0041,0.389821,0.31924,0.020122,-8.7489
2020,Stony Brook Seawolves,Stony Brook,214,95.6437,99.4888,-3.8451,0.388581,0.38425,0.074995,-7.2211
2020,Lamar,Lamar,215,97.6213,101.5733,-3.952,0.387846,0.347401,-0.034208,-10.2618
2020,East Carolina Pirates,East Carolina,216,99.1812,103.2531,-4.0719,0.386346,0.549153,-0.021041,-12.0424
2020,Gardner Webb,Gardner Webb,217,102.11,106.4683,-4.3584,0.382095,0.353573,-0.056404,-10.9506
2020,UC Riverside Highlanders,UC Riverside,218,95.6785,99.8577,-4.1792,0.379503,0.345629,-0.022452,-10.6972
2020,Miami (OH) RedHawks,Miami OH,219,101.6161,106.0975,-4.4814,0.378412,0.473788,-0.028919,-12.6082
2020,UMKC,UMKC,220,98.0091,102.5004,-4.4913,0.373959,0.380927,0.007753,-8.7247
2020,Green Bay Phoenix,Green Bay,221,105.0641,109.9578,-4.8937,0.372024,0.404797,0.022436,-9.9799
2020,Merrimack,Merrimack,222,93.2603,97.8463,-4.5861,0.36539,0.343684,0.109801,-6.6745
2020,Nebraska Omaha,Nebraska Omaha,223,102.2465,107.2907,-5.0443,0.364984,0.461562,0.064916,-8.807
2020,Eastern Illinois,Eastern Illinois,224,98.3872,103.3088,-4.9216,0.363238,0.315712,-0.047992,-10.5465
2020,Montana State Bobcats,Montana St.,225,96.3321,101.1849,-4.8529,0.362343,0.417459,0.046958,-9.6658
2020,San Diego,San Diego,226,93.9444,98.8085,-4.8641,0.358811,0.581725,-0.044235,-13.266
2020,George Washington Revolutionaries,George Washington,227,99.1062,104.5484,-5.4422,0.350972,0.525439,-0.001451,-11.9942
2020,Lafayette Leopards,Lafayette,228,99.852,105.4415,-5.5894,0.348336,0.363324,0.111726,-7.6532
2020,Iona Gaels,Iona,229,101.5012,107.1907,-5.6895,0.348146,0.361952,-0.094907,-12.8849
2020,Oakland Golden Grizzlies,Oakland,230,99.1253,104.6851,-5.5599,0.348058,0.408123,-0.039779,-13.0259
2020,Southern Jaguars,Southern,231,97.0205,102.5179,-5.4974,0.346644,0.300227,-0.057346,-10.4848
2020,Cal State Northridge Matadors,Cal St. Northridge,232,107.3994,113.5307,-6.1313,0.345593,0.439902,0.035368,-10.7642
2020,Louisiana,Louisiana,233,100.7816,106.598,-5.8164,0.344061,0.463766,0.009976,0.0
2020,UC Davis Aggies,UC Davis,234,103.766,109.8849,-6.1189,0.340989,0.397839,-0.020912,-12.8287
2020,Youngstown State Penguins,Youngstown St.,235,102.7298,108.9086,-6.1788,0.338122,0.355362,0.02757,-10.0907
2020,Northern Arizona,Northern Arizona,236,101.6737,107.8167,-6.143,0.33746,0.408971,0.076222,-9.0024
2020,Drexel Dragons,Drexel,237,99.866,106.0651,-6.1991,0.33346,0.450517,0.008056,-12.8594
2020,Arkansas St.,Arkansas St.,238,102.2332,108.7198,-6.4865,0.330164,0.449231,0.081513,-10.0355
2020,Wyoming Cowboys,Wyoming,239,94.0182,99.9859,-5.9677,0.330103,0.56944,-0.050591,-14.8743
2020,Fordham Rams,Fordham,240,89.0847,94.7854,-5.7007,0.328867,0.474305,-0.129136,-15.2855
2020,North Dakota,North Dakota,241,101.7555,108.4034,-6.6478,0.32568,0.435857,0.034635,-11.3484
2020,Prairie View A&M Panthers,Prairie View A&M,242,95.1904,101.5978,-6.4074,0.321007,0.329398,0.042377,-7.5778
2020,Campbell,Campbell,243,97.7184,104.3024,-6.584,0.320854,0.284623,-0.072565,-13.0212
2020,Hartford Hawks,Hartford,244,94.2402,100.6892,-6.449,0.318385,0.328692,0.014499,-10.7056
2020,Louisiana Monroe,Louisiana Monroe,245,96.4177,103.0284,-6.6106,0.318079,0.464073,-0.09259,-13.8809
2020,Western Michigan,Western Michigan,246,98.8153,105.6326,-6.8174,0.317079,0.477719,0.024693,-12.129
2020,Elon Phoenix,Elon,247,101.8204,108.9501,-7.1297,0.314683,0.445964,-0.048476,-14.5637
2020,Tennessee State Tigers,Tennessee St.,248,96.7573,103.5397,-6.7824,0.31451,0.36532,0.045998,-9.5
2020,Eastern Kentucky,Eastern Kentucky,249,96.6491,103.462,-6.8129,0.313599,0.376306,0.002393,-11.4705
2020,Saint Joseph's Hawks,Saint Joseph's,250,102.0086,109.2671,-7.2585,0.312063,0.640802,-0.038017,-15.7714
2020,Bryant,Bryant,251,96.9363,103.987,-7.0507,0.308437,0.331813,-0.033241,-12.6451
2020,Jacksonville,Jacksonville,252,95.8838,102.9094,-7.0256,0.307213,0.360414,-0.052247,-12.873
2020,VMI Keydets,VMI,253,99.7734,107.1546,-7.3812,0.3056,0.411503,-0.174231,-18.1381
2020,Lipscomb,Lipscomb,254,100.8383,108.4109,-7.5725,0.303072,0.392694,0.034962,-9.9002
2020,Northwestern State Demons,Northwestern St.,255,98.5048,106.1345,-7.6297,0.297773,0.331801,-0.012379,-10.8648
2020,UTRGV Vaqueros,UT Rio Grande Valley,256,98.7688,106.4454,-7.6766,0.297177,0.373503,-0.018453,-10.6522
2020,Southern Miss Golden Eagles,Southern Miss,257,95.4166,102.8976,-7.4811,0.295661,0.508127,-0.056401,-14.465
2020,Norfolk State Spartans,Norfolk St.,258,94.2308,101.7165,-7.4857,0.293366,0.263035,-0.074121,-11.5129
2020,Jackson State Tigers,Jackson St.,259,93.2544,100.7363,-7.4819,0.291624,0.321436,-0.070704,-12.0504
2020,Bucknell Bison,Bucknell,260,95.0811,102.7741,-7.693,0.290132,0.420452,0.016932,-14.0239
2020,Cal St. Bakersfield,Cal St. Bakersfield,261,96.3168,104.1309,-7.8141,0.289654,0.388629,-0.079117,-13.233
2020,Cornell Big Red,Cornell,262,101.603,109.9839,-8.3809,0.286694,0.456317,-0.119866,-14.1752
2020,New Hampshire Wildcats,New Hampshire,263,94.2222,102.1055,-7.8833,0.284136,0.32981,0.009472,-10.8579
2020,Utah Valley Wolverines,Utah Valley,264,96.1067,104.1613,-8.0546,0.283831,0.36682,-0.085923,-14.3773
2020,Navy Midshipmen,Navy,265,98.1206,106.4319,-8.3112,0.281905,0.360922,0.010855,-11.6914
2020,Grand Canyon Lopes,Grand Canyon,266,103.1235,111.9085,-8.7849,0.280867,0.392158,-0.014954,-12.1746
2020,Army Black Knights,Army,267,99.0474,107.4858,-8.4384,0.280851,0.328184,0.014725,-11.2821
2020,Milwaukee Panthers,Milwaukee,268,96.0839,104.4351,-8.3512,0.277188,0.365421,-0.070466,-14.191
2020,Purdue Fort Wayne,Purdue Fort Wayne,269,95.2436,103.5337,-8.2901,0.276922,0.386492,-0.014477,0.0
2020,UMBC Retrievers,UMBC,270,97.5592,106.2378,-8.6785,0.272886,0.344854,0.001791,-12.159
2020,McNeese Cowboys,McNeese St.,271,102.9431,112.1117,-9.1686,0.272659,0.330109,-0.028975,-12.3446
2020,Jacksonville State Gamecocks,Jacksonville St.,272,96.4081,105.2589,-8.8508,0.266965,0.339871,-0.08805,-14.0535
2020,LIU Sharks,LIU,273,97.3772,106.4219,-9.0447,0.264751,0.349344,-0.000169,0.0
2020,North Carolina A&T Aggies,North Carolina A&T,274,92.7587,101.4192,-8.6604,0.263764,0.326491,0.021999,-9.9391
2020,Stetson,Stetson,275,98.1129,107.4378,-9.3249,0.260356,0.357622,0.02835,-11.8098
2020,Loyola Maryland Greyhounds,Loyola MD,276,100.0112,109.5215,-9.5103,0.260255,0.331394,-6.3e-05,-12.7104
2020,Canisius Golden Griffins,Canisius,277,97.3264,106.5888,-9.2624,0.2601,0.371324,-0.028014,-15.6913
2020,James Madison Dukes,James Madison,278,100.2735,109.9791,-9.7056,0.256838,0.430886,-0.063689,-15.8214
2020,Evansville,Evansville,279,96.8672,106.3646,-9.4974,0.254337,0.511293,-0.014079,-16.0459
2020,UMass Lowell River Hawks,UMass Lowell,280,104.3116,114.693,-10.3814,0.251415,0.345499,-0.040627,-14.4162
2020,Portland Pilots,Portland,281,94.2432,103.6272,-9.384,0.251317,0.520558,-0.034848,-14.5769
2020,Quinnipiac Bobcats,Quinnipiac,282,99.5099,109.4233,-9.9134,0.251219,0.329349,0.061977,-11.6465
2020,Weber State Wildcats,Weber St.,283,98.1574,108.0229,-9.8655,0.249484,0.443305,0.015757,-13.9071
