season,team,source_name,rank,adjoe,adjde,adj_em,barthag,sos_adj,luck,wab,adj_t
2016,Illinois Fighting Illini,Illinois,127,106.4751,103.1191,3.356,0.59105,0.635133,-0.000214,-7.1148,68.1188
2016,Charleston Cougars,Charleston,128,97.5462,94.4864,3.0598,0.590616,0.51848,-0.024107,0.0,64.0534
2016,Wright State Raiders,Wright St.,129,101.2084,98.2086,2.9998,0.58565,0.466786,0.011566,-5.9044,65.4113
2016,Nevada Wolf Pack,Nevada,130,101.7494,98.8611,2.8883,0.582044,0.552277,0.086525,-5.005,71.2641
2016,Duquesne Dukes,Duquesne,131,109.1122,106.075,3.0372,0.580456,0.541799,-0.041606,-7.7013,72.6714
2016,Siena Saints,Siena,132,107.7871,104.8853,2.9018,0.577824,0.427799,-0.013215,-6.1832,70.2278
2016,TCU Horned Frogs,TCU,133,101.0076,98.3239,2.6837,0.576807,0.685343,-0.005662,-6.7951,69.4002
2016,Buffalo,Buffalo,134,106.1155,103.3569,2.7587,0.575156,0.539182,0.038613,-5.6475,72.0502
2016,Albany Great Danes,Albany,135,105.6425,102.9091,2.7334,0.574801,0.338706,0.023276,-3.8375,66.4295
2016,Green Bay Phoenix,Green Bay,136,107.8614,105.1007,2.7608,0.573998,0.505765,0.07672,-4.3665,76.3842
2016,Grand Canyon Lopes,Grand Canyon,137,104.2198,101.5527,2.6671,0.573985,0.372272,0.103669,-0.8773,68.6295
2016,Pepperdine Waves,Pepperdine,138,106.4133,103.7712,2.6421,0.571785,0.55308,0.049289,-4.904,67.5325
2016,Southern Illinois,Southern Illinois,139,105.8256,103.4285,2.3972,0.565495,0.465812,0.108274,-3.2043,69.6054
2016,Weber State Wildcats,Weber St.,140,102.6919,100.4041,2.2878,0.564415,0.399148,0.077888,-3.5018,66.7688
2016,Purdue Fort Wayne,Purdue Fort Wayne,141,111.1446,108.8094,2.3352,0.560747,0.484672,0.134518,0.0,69.4247
2016,Morehead St.,Morehead St.,142,106.0732,104.0196,2.0536,0.555971,0.474531,0.038901,-6.2708,65.3696
2016,Colorado State Rams,Colorado St.,143,112.1696,110.0293,2.1402,0.555161,0.544301,-0.010074,-8.3826,68.0127
2016,Central Michigan,Central Michigan,144,111.2825,109.358,1.9245,0.549987,0.483539,-0.092389,-9.0698,66.5475
2016,UNC Asheville,UNC Asheville,145,102.2899,100.5209,1.769,0.549986,0.402916,-0.00248,-6.1446,70.1386
2016,Vermont Catamounts,Vermont,146,108.3536,106.5021,1.8515,0.54939,0.417193,0.006277,-6.3814,67.6346
2016,Murray State Racers,Murray St.,147,107.7393,105.9565,1.7828,0.547825,0.439226,-0.076317,-8.795,64.3702
2016,Marshall,Marshall,148,110.9122,109.1666,1.7456,0.545483,0.50426,-0.016015,-8.5374,77.1363
2016,Penn State Nittany Lions,Penn St.,149,102.1983,100.7598,1.4385,0.540665,0.640267,0.100258,-4.636,66.122
2016,Fordham Rams,Fordham,150,102.8104,101.3667,1.4438,0.54057,0.505427,-0.001653,-5.9072,66.5698
2016,Massachusetts,Massachusetts,151,103.1036,101.7549,1.3487,0.537785,0.591244,-0.003153,-8.5227,70.7278
2016,Montana Grizzlies,Montana,152,106.4915,105.1043,1.3873,0.537628,0.409634,-0.004189,-5.6098,65.2162
2016,Towson Tigers,Towson,153,105.4137,104.2061,1.2076,0.533077,0.482685,0.038789,-6.0453,65.6578
2016,Eastern Michigan Eagles,Eastern Michigan,154,106.4439,105.2261,1.2178,0.533034,0.546592,0.001625,-7.6304,70.3078
2016,FGCU Eagles,Florida Gulf Coast,155,103.8203,103.107,0.7133,0.519812,0.413367,-0.053482,-8.2684,67.0351
2016,Georgia St.,Georgia St.,156,101.0645,100.4564,0.6081,0.517345,0.476874,-0.034482,-8.4407,64.5322
2016,Western Kentucky Hilltoppers,Western Kentucky,157,109.3531,108.8558,0.4973,0.513101,0.477654,-0.03898,-9.3653,66.9329
2016,North Florida,North Florida,158,114.4318,113.9276,0.5042,0.512693,0.424172,0.037364,-5.0293,70.4009
2016,Nebraska Omaha,Nebraska Omaha,159,109.1634,108.7813,0.382,0.510078,0.48186,0.018849,-7.4315,76.2657
2016,Harvard,Harvard,160,100.6773,100.3713,0.3061,0.508753,0.510203,-0.061531,-8.7504,66.0364
2016,Wyoming Cowboys,Wyoming,161,109.0827,108.9331,0.1496,0.503947,0.570644,-0.036131,-10.4314,64.6409
2016,Louisiana Tech Bulldogs,Louisiana Tech,162,103.8036,103.6752,0.1284,0.503558,0.400904,0.076652,-4.1933,71.5502
2016,Missouri Tigers,Missouri,163,103.7292,103.6609,0.0683,0.501895,0.656778,-0.043437,-9.448,67.9862
2016,Ball St.,Ball St.,164,103.0589,103.0028,0.0561,0.501566,0.433524,0.01749,-8.1651,65.2656
2016,North Dakota State Bison,North Dakota St.,165,100.6518,100.6671,-0.0153,0.499562,0.459605,0.049117,-7.0135,64.5164
2016,High Point Panthers,High Point,166,110.3516,110.389,-0.0374,0.499025,0.391447,0.022353,-5.5561,65.9466
2016,Northern Illinois Huskies,Northern Illinois,167,101.5347,101.6635,-0.1288,0.496355,0.489463,0.054772,-6.509,67.7028
2016,Tennessee State Tigers,Tennessee St.,168,100.7367,100.9314,-0.1947,0.494448,0.388505,0.019347,-5.8666,67.8687
2016,Elon Phoenix,Elon,169,105.8795,106.1759,-0.2964,0.491964,0.535798,0.009328,-8.3216,71.4648
2016,DePaul Blue Demons,DePaul,170,104.6995,105.2438,-0.5443,0.485097,0.698796,-0.008235,-9.2438,67.2046
2016,Oral Roberts Golden Eagles,Oral Roberts,171,107.4918,108.0883,-0.5965,0.484094,0.549173,-0.014518,-9.2436,68.9184
2016,Coastal Carolina,Coastal Carolina,172,101.6807,102.3933,-0.7126,0.479932,0.395651,0.013061,-6.8773,66.6385
2016,Lehigh Mountain Hawks,Lehigh,173,105.1245,105.9053,-0.7807,0.47874,0.387924,-0.07569,-9.4433,67.9188
2016,Bucknell Bison,Bucknell,174,105.422,106.223,-0.801,0.478253,0.386383,-0.054703,-8.9391,71.2944
2016,East Tennessee St.,East Tennessee St.,175,106.484,107.3044,-0.8204,0.47795,0.454315,0.124915,-4.9369,69.3261
2016,Detroit Mercy Titans,Detroit Mercy,176,110.7248,111.8382,-1.1133,0.471268,0.498125,0.002107,0.0,73.595
2016,Eastern Washington,Eastern Washington,177,112.6198,113.8524,-1.2326,0.468745,0.37127,-0.09038,-10.5545,68.5392
2016,Winthrop Eagles,Winthrop,178,107.0682,108.3101,-1.2418,0.466895,0.360495,0.08552,-4.7344,72.7575
2016,Loyola Chicago Ramblers,Loyola Chicago,179,100.3752,101.6474,-1.2722,0.463853,0.510297,-0.022621,-9.1515,64.8194
2016,Denver Pioneers,Denver,180,103.2483,104.5585,-1.3101,0.463811,0.434385,-0.022634,-10.0444,61.0148
2016,Kent St.,Kent St.,181,106.3902,107.7826,-1.3924,0.462686,0.470017,0.078909,-6.8309,67.3308
2016,Portland Pilots,Portland,182,108.4919,110.1348,-1.6429,0.456897,0.511006,-0.104121,-12.2056,71.9387
2016,Wagner Seahawks,Wagner,183,100.5616,102.1153,-1.5537,0.456034,0.289577,-0.00217,-6.8503,65.7352
2016,George Mason Patriots,George Mason,184,102.1653,103.9671,-1.8019,0.449904,0.605509,-0.018284,-11.4988,67.713
2016,East Carolina Pirates,East Carolina,185,103.1864,105.085,-1.8986,0.447774,0.561828,-0.037962,-10.4739,67.0687
2016,Indiana State Sycamores,Indiana St.,186,98.1361,100.1053,-1.9692,0.443129,0.555211,0.048124,-8.729,70.3133
2016,North Dakota,North Dakota,187,100.3422,102.3637,-2.0215,0.442907,0.401144,-0.087476,-10.374,71.5051
2016,Western Michigan,Western Michigan,188,103.1301,105.3463,-2.2163,0.439174,0.522062,-0.063136,-12.0286,68.0768
2016,Auburn Tigers,Auburn,189,101.2831,103.526,-2.243,0.437357,0.698816,0.084629,-8.2275,71.5992
2016,UCF Knights,UCF,190,100.8682,103.1692,-2.301,0.435513,0.559418,-0.000739,-9.9516,67.7018
2016,Texas A&M Corpus Chris,Texas A&M Corpus Chris,191,101.8387,104.3769,-2.5382,0.429692,0.377442,0.17375,-1.723,68.4188
2016,Wofford Terriers,Wofford,192,105.7098,108.3649,-2.6551,0.429161,0.457867,-0.041758,-10.2642,65.2477
2016,Mercer,Mercer,193,105.3033,108.1538,-2.8505,0.423809,0.401788,-0.027261,-10.3104,63.3796
2016,Cal Poly Mustangs,Cal Poly,194,107.631,110.607,-2.976,0.422221,0.565294,-0.08575,-11.87,66.3801
2016,Washington State Cougars,Washington St.,195,102.0936,105.0728,-2.9792,0.418051,0.686019,-0.016886,-10.3003,68.8121
2016,Loyola Marymount,Loyola Marymount,196,104.271,107.3905,-3.1194,0.416053,0.525769,0.021553,-8.8487,67.4872
2016,Fairfield Stags,Fairfield,197,103.8602,107.0342,-3.174,0.414309,0.427424,0.066417,-6.8653,71.5371
2016,UTEP Miners,UTEP,198,103.8227,107.0124,-3.1897,0.41387,0.377766,-0.000514,-9.5611,71.6372
2016,Navy Midshipmen,Navy,199,99.7576,102.8323,-3.0748,0.4136,0.35069,-0.008579,-9.8409,64.7982
2016,Furman Paladins,Furman,200,104.0262,107.2674,-3.2411,0.412695,0.409285,0.000901,-9.9237,64.9691
2016,Tulane,Tulane,201,97.4422,100.4997,-3.0575,0.412097,0.563427,-0.005952,-10.9338,67.6031
2016,Eastern Kentucky,Eastern Kentucky,202,106.712,110.0942,-3.3822,0.411243,0.410732,-0.055419,-10.3633,72.2916
2016,Texas Southern,Texas Southern,203,106.2417,109.6471,-3.4054,0.410275,0.37987,-0.004611,-7.573,67.5327
2016,Minnesota Golden Gophers,Minnesota,204,100.4741,104.1521,-3.678,0.398084,0.644007,-0.047251,-12.6811,68.4589
2016,Georgia Southern,Georgia Southern,205,104.8898,109.0617,-4.1719,0.389708,0.449962,-0.043964,-11.2513,68.6077
2016,Saint Louis Billikens,Saint Louis,206,97.344,101.2411,-3.8972,0.389022,0.585908,-0.009761,-11.5334,68.6935
2016,San Francisco Dons,San Francisco,207,106.4366,110.7096,-4.273,0.38873,0.488057,0.044417,-8.3124,70.1526
2016,Pacific Tigers,Pacific,208,100.9469,105.0095,-4.0626,0.38847,0.561994,-0.124539,-12.5871,66.6736
2016,NJIT Highlanders,NJIT,209,101.7075,105.8701,-4.1626,0.38668,0.407806,0.055072,-8.5901,69.0174
2016,Texas St.,Texas St.,210,99.5436,103.7578,-4.2143,0.382999,0.432478,-0.014899,-10.9049,63.2733
2016,Tennessee Tech Golden Eagles,Tennessee Tech,211,107.5163,112.1251,-4.6088,0.381619,0.432658,0.115536,-5.8372,69.1533
2016,IU Indy,IU Indy,212,98.7256,103.0837,-4.3581,0.378301,0.536645,0.031832,-10.7764,68.6831
2016,Idaho Vandals,Idaho,213,99.2192,103.6533,-4.4341,0.376886,0.382276,0.086342,-7.4257,65.774
2016,Dartmouth,Dartmouth,214,99.9382,104.4305,-4.4923,0.376214,0.447809,-0.127083,-12.2846,67.287
2016,Boston College Eagles,Boston College,215,95.9338,100.2891,-4.3553,0.375056,0.661833,-0.074482,-12.2229,66.9128
2016,UNC Greensboro Spartans,UNC Greensboro,216,102.2964,107.0612,-4.7648,0.372022,0.434074,-0.067314,-12.5628,67.3738
2016,FIU Panthers,FIU,217,103.2221,108.1308,-4.9086,0.369522,0.397905,-0.128982,-14.4733,65.1261
2016,Charlotte,Charlotte,218,104.2775,109.2491,-4.9716,0.369208,0.458302,-0.01804,-12.5503,70.3318
2016,Missouri St.,Missouri St.,219,100.8998,105.7577,-4.8579,0.36801,0.557144,0.032653,-10.5103,68.8657
2016,Montana State Bobcats,Montana St.,220,107.3917,112.5798,-5.1881,0.367591,0.388451,-0.063801,-12.142,68.4264
2016,Western Carolina Catamounts,Western Carolina,221,100.2101,105.0548,-4.8446,0.367503,0.493576,0.031224,-10.2392,69.1456
2016,UC Riverside Highlanders,UC Riverside,222,100.527,105.396,-4.869,0.367275,0.458685,-0.04219,-13.0635,67.1048
2016,St. John's Red Storm,St. John's,223,97.2176,101.9286,-4.711,0.367213,0.676312,-0.045411,-11.2523,72.0225
2016,South Dakota Coyotes,South Dakota,224,105.7426,111.0125,-5.2699,0.36371,0.517599,0.044239,-11.4077,70.5876
