season,team,source_name,rank,adjoe,adjde,adj_em,barthag,sos_adj,luck,wab
2021,LSU Tigers,LSU,21,119.7928,99.5261,20.2667,0.893923,0.729604,-0.000114,2.2599
2021,Virginia Cavaliers,Virginia,22,113.7237,94.4908,19.2329,0.893841,0.700114,0.033005,3.5218
2021,Memphis Tigers,Memphis,23,104.584,86.9541,17.6298,0.893119,0.624786,-0.058476,-1.087
2021,Creighton Bluejays,Creighton,24,112.5874,93.63,18.9574,0.892866,0.737654,0.037958,3.2547
2021,BYU Cougars,BYU,25,112.9486,93.984,18.9646,0.892237,0.656837,0.04765,3.5501
2021,Arkansas Razorbacks,Arkansas,26,109.7585,91.413,18.3455,0.891223,0.693646,0.097805,4.5641
2021,Tennessee Volunteers,Tennessee,27,107.6553,89.9793,17.6761,0.887213,0.715688,-0.009162,2.3446
2021,Arizona Wildcats,Arizona,28,114.6934,95.8949,18.7985,0.886815,0.706356,-0.019906,1.3282
2021,Purdue Boilermakers,Purdue,29,112.3335,94.3036,18.03,0.882047,0.781527,0.03872,3.7278
2021,Oregon Ducks,Oregon,30,115.8973,97.4647,18.4326,0.879951,0.749466,0.122225,4.7537
2021,Kansas Jayhawks,Kansas,31,108.7511,91.5795,17.1717,0.87829,0.724357,0.090362,4.3376
2021,Duke Blue Devils,Duke,32,114.8688,97.0829,17.7858,0.873756,0.720917,-0.128561,-1.8015
2021,Georgia Tech Yellow Jackets,Georgia Tech,33,113.7846,96.1774,17.6072,0.873614,0.715675,0.007032,1.8455
2021,Maryland Terrapins,Maryland,34,111.8901,94.8656,17.0245,0.869681,0.751734,-0.030848,0.061
2021,St. Bonaventure,St. Bonaventure,35,109.762,93.253,16.509,0.866975,0.638947,0.033962,1.8876
2021,Oklahoma State Cowboys,Oklahoma St.,36,108.5009,92.2591,16.2418,0.865857,0.745065,0.115944,4.8478
2021,North Carolina Tar Heels,North Carolina,37,109.0672,93.0378,16.0294,0.861525,0.754082,0.040453,2.441
2021,Syracuse Orange,Syracuse,38,113.372,96.8007,16.5713,0.860234,0.728639,0.027451,0.533
2021,Florida Gators,Florida,39,110.2215,94.4037,15.8178,0.85588,0.754774,0.011294,1.1804
2021,Oklahoma Sooners,Oklahoma,40,111.7273,95.7621,15.9652,0.854859,0.715811,0.005915,0.2991
2021,Missouri Tigers,Missouri,41,111.1561,95.5617,15.5944,0.850481,0.776336,0.045173,2.0822
2021,Rutgers Scarlet Knights,Rutgers,42,106.7131,92.0863,14.6268,0.84492,0.79322,0.066834,1.7489
2021,Clemson Tigers,Clemson,43,105.8721,91.5286,14.3435,0.842131,0.755124,0.097834,2.8951
2021,VCU Rams,VCU,44,104.4867,90.3338,14.1529,0.842082,0.636554,0.03676,1.0204
2021,Penn State Nittany Lions,Penn St.,45,111.1329,96.1818,14.9511,0.840452,0.835839,-0.023639,-0.5968
2021,Utah State Aggies,Utah St.,46,104.3239,90.3578,13.9661,0.839272,0.552311,-0.04978,-1.1316
2021,Kentucky Wildcats,Kentucky,47,108.2989,93.8123,14.4866,0.839079,0.802583,-0.164374,-4.1627
2021,Ole Miss Rebels,Mississippi,48,106.0552,91.9094,14.1458,0.838391,0.669806,-0.067828,-1.3212
2021,Utah Utes,Utah,49,112.5427,97.5429,14.9999,0.838211,0.732964,-0.075449,-1.9678
2021,Virginia Tech Hokies,Virginia Tech,50,109.4794,94.9738,14.5056,0.836793,0.664774,0.024542,0.8889
2021,NC State Wolfpack,N.C. State,51,110.7954,96.4976,14.2978,0.830464,0.672521,-0.059152,0.0
2021,Georgetown Hoyas,Georgetown,52,108.6708,94.7086,13.9623,0.829412,0.768862,-0.036661,-1.0964
2021,Oregon St.,Oregon St.,53,111.0876,96.8268,14.2609,0.829212,0.742346,0.076248,0.3824
2021,Seton Hall Pirates,Seton Hall,54,108.9936,95.1834,13.8102,0.826074,0.767135,-0.020384,-1.1519
2021,Saint Louis Billikens,Saint Louis,55,109.6881,95.7924,13.8956,0.826031,0.573306,-0.049616,-0.8143
2021,Indiana Hoosiers,Indiana,56,107.7704,94.7601,13.0103,0.814502,0.796124,-0.011683,-1.3134
2021,Stanford Cardinal,Stanford,57,105.052,92.761,12.2909,0.807046,0.758556,0.0256,-0.5782
2021,Providence Friars,Providence,58,107.553,95.239,12.314,0.801919,0.740205,-0.025506,-2.0716
2021,Michigan State Spartans,Michigan St.,59,106.8436,94.6874,12.1562,0.800437,0.778493,0.082146,1.1704
2021,Mississippi State Bulldogs,Mississippi St.,60,106.922,95.0149,11.9071,0.795395,0.703238,-0.00967,-3.1293
2021,Xavier Musketeers,Xavier,61,109.7495,97.6019,12.1476,0.793964,0.684341,0.025292,-0.7645
2021,Louisville Cardinals,Louisville,62,106.5146,95.1155,11.3991,0.786119,0.741144,0.136001,1.2117
2021,Richmond,Richmond,63,109.6984,98.0697,11.6287,0.783918,0.628447,-0.011219,-1.5789
2021,Marquette Golden Eagles,Marquette,64,107.3386,96.1085,11.2301,0.780891,0.738637,-0.003652,-2.2049
2021,SMU Mustangs,SMU,65,108.733,97.3604,11.3726,0.780824,0.614638,0.039489,0.1726
2021,Minnesota Golden Gophers,Minnesota,66,107.1507,96.1792,10.9715,0.775958,0.769827,0.037291,-1.2092
2021,St. John's Red Storm,St. John's,67,110.3415,99.0455,11.296,0.775914,0.693075,0.051427,-0.7703
2021,Boise State Broncos,Boise St.,68,107.9349,96.9289,11.0061,0.775013,0.557502,0.034005,-0.8446
2021,Wichita State Shockers,Wichita St.,69,108.3581,97.3197,11.0383,0.774789,0.605118,0.100647,1.3027
2021,UC Santa Barbara Gauchos,UC Santa Barbara,70,108.3868,97.5121,10.8747,0.77134,0.430753,0.049352,0.1234
2021,Auburn Tigers,Auburn,71,110.1908,99.1758,11.015,0.770506,0.728697,0.000741,-2.2539
2021,Buffalo,Buffalo,72,107.2919,96.5909,10.701,0.769995,0.496167,-0.093642,-3.4006
2021,Washington State Cougars,Washington St.,73,102.346,92.1558,10.1902,0.769608,0.672337,-0.018717,-2.6617
2021,Ohio Bobcats,Ohio,74,110.5453,99.6162,10.9291,0.768019,0.524608,-0.001747,-1.9913
2021,Toledo,Toledo,75,112.9053,101.9343,10.9711,0.764147,0.506801,-0.014692,-2.0358
2021,Saint Mary's,Saint Mary's,76,99.768,90.2826,9.4853,0.759305,0.66305,0.033379,-0.5685
2021,Northwestern Wildcats,Northwestern,77,103.7451,94.1419,9.6032,0.753439,0.753251,-0.030964,-3.0649
2021,Davidson Wildcats,Davidson,78,112.4436,102.0856,10.3581,0.752384,0.581188,-0.032518,-2.2694
2021,Drake,Drake,79,110.7406,100.5864,10.1543,0.751383,0.487861,0.142694,1.7814
2021,Colgate Raiders,Colgate,80,110.4276,100.3925,10.0351,0.749442,0.37239,0.060157,0.3698
2021,North Texas Mean Green,North Texas,81,105.7333,96.1865,9.5468,0.748053,0.554055,0.013074,-2.4201
2021,Wright State Raiders,Wright St.,82,106.9421,97.2933,9.6488,0.747895,0.352933,-0.085021,-3.524
2021,Arizona State Sun Devils,Arizona St.,83,108.1779,98.6004,9.5775,0.743848,0.756237,0.0017,-2.901
2021,Notre Dame Fighting Irish,Notre Dame,84,113.2719,103.4507,9.8212,0.739428,0.750785,-0.015776,-3.691
2021,Colorado State Rams,Colorado St.,85,107.0218,97.8109,9.2109,0.737877,0.557543,0.09847,0.1383
2021,Louisiana Tech Bulldogs,Louisiana Tech,86,103.5217,94.6687,8.8529,0.736541,0.505902,0.067661,-1.5583
2021,Pepperdine Waves,Pepperdine,87,108.2686,99.4799,8.7887,0.725834,0.587707,-0.022246,-3.8662
2021,Nebraska Cornhuskers,Nebraska,88,101.6198,93.6179,8.0019,0.719743,0.766478,-0.124923,-6.9954
2021,UAB Blazers,UAB,89,102.5451,94.6349,7.9102,0.715689,0.39563,0.002039,-2.6172
2021,Eastern Washington,Eastern Washington,90,109.4766,101.1488,8.3278,0.712971,0.41221,-0.056918,-3.1234
2021,Western Kentucky Hilltoppers,Western Kentucky,91,105.9768,97.926,8.0508,0.712712,0.53972,0.09413,-0.3417
2021,Dayton Flyers,Dayton,92,107.7564,99.5705,8.1858,0.712709,0.631956,0.036381,-2.1207
2021,Georgia Bulldogs,Georgia,93,107.7274,99.7943,7.9331,0.706754,0.667819,0.04772,-2.3558
2021,Winthrop Eagles,Winthrop,94,104.6607,97.0938,7.5669,0.703293,0.334862,0.10904,0.991
2021,Vanderbilt Commodores,Vanderbilt,95,108.067,100.2783,7.7887,0.702708,0.701263,-0.08883,-6.0582
2021,Liberty Flames,Liberty,96,109.022,101.2088,7.8132,0.701654,0.313687,0.004534,-1.6821
2021,UCF Knights,UCF,97,106.2457,98.7016,7.5441,0.699939,0.693557,0.015181,-3.0651
2021,Pittsburgh Panthers,Pittsburgh,98,107.8248,100.2485,7.5763,0.698011,0.688091,-0.018066,-3.9204
2021,Loyola Marymount,Loyola Marymount,99,107.6213,100.114,7.5073,0.696683,0.629444,0.05017,-2.3159
2021,Grand Canyon Lopes,Grand Canyon,100,104.4029,97.1491,7.2538,0.695958,0.398868,-0.029639,-2.8744
2021,Furman Paladins,Furman,101,108.4497,100.9532,7.4965,0.69503,0.426989,-0.067319,-4.615
2021,Abilene Christian Wildcats,Abilene Christian,102,100.538,93.6594,6.8786,0.693177,0.310983,0.046374,-1.0608
2021,San Francisco Dons,San Francisco,103,105.4048,98.3301,7.0747,0.68976,0.609616,-0.089311,-5.872
2021,Nevada Wolf Pack,Nevada,104,107.8235,100.7146,7.1089,0.686618,0.570242,0.038668,-2.7951
2021,Missouri St.,Missouri St.,105,105.9667,99.2765,6.6902,0.679175,0.46944,0.0332,-2.6229
2021,Massachusetts,Massachusetts,106,105.5654,99.198,6.3674,0.671603,0.527319,-0.085579,-3.6661
2021,Marshall,Marshall,107,108.3219,101.9514,6.3705,0.66753,0.488303,0.035295,-2.6441
2021,Belmont Bruins,Belmont,108,108.0438,101.7849,6.2588,0.665133,0.319241,0.077435,-0.9942
2021,UC Riverside Highlanders,UC Riverside,109,102.9463,97.4825,5.4638,0.651843,0.442729,-0.04515,-4.3195
2021,UC Irvine Anteaters,UC Irvine,110,99.5684,94.3507,5.2176,0.64999,0.46579,0.029703,-3.3757
2021,Duquesne Dukes,Duquesne,111,102.1183,97.478,4.6403,0.630604,0.574027,-0.031356,-4.2524
2021,Pacific Tigers,Pacific,112,102.9107,98.4056,4.505,0.625926,0.606336,0.019203,-3.0207
2021,Rhode Island,Rhode Island,113,103.355,98.8652,4.4897,0.624978,0.659474,-0.040841,-6.9173
2021,California Golden Bears,California,114,104.1747,99.6874,4.4872,0.623948,0.728427,-0.045271,-7.5362
2021,UNC Greensboro Spartans,UNC Greensboro,115,101.9152,97.5464,4.3689,0.623365,0.475213,0.073685,-3.3619
2021,DePaul Blue Demons,DePaul,116,99.3004,95.1725,4.1279,0.619701,0.747869,-0.08028,-6.006
2021,TCU Horned Frogs,TCU,117,104.3873,100.2391,4.1482,0.614513,0.682984,0.06185,-3.882
2021,Cincinnati Bearcats,Cincinnati,118,102.5397,98.5588,3.9809,0.611914,0.681727,0.111541,-2.922
2021,Akron Zips,Akron,119,107.0346,102.9639,4.0707,0.609663,0.485151,0.062218,-3.1266
2021,South Dakota St.,South Dakota St.,120,109.6465,105.6757,3.9707,0.604485,0.454844,0.071501,-2.8084
2021,Butler Bulldogs,Butler,121,102.5774,98.8764,3.701,0.604103,0.775211,0.098987,-3.8154
2021,Texas A&M Aggies,Texas A&M,122,102.5169,99.153,3.3639,0.594761,0.633466,0.005122,-4.0364
2021,Oral Roberts Golden Eagles,Oral Roberts,123,107.7972,104.2802,3.5171,0.594226,0.460295,0.028338,-4.9312
2021,Indiana State Sycamores,Indiana St.,124,101.3915,98.1375,3.2539,0.592696,0.545021,0.074249,-3.6932
2021,UTEP Miners,UTEP,125,103.0005,99.8447,3.1558,0.588522,0.483826,-0.071853,-6.3712
2021,Temple,Temple,126,101.9018,98.8226,3.0792,0.58731,0.616626,-0.143632,-6.1571
2021,South Carolina Gamecocks,South Carolina,127,103.1686,100.137,3.0317,0.584918,0.766592,-0.007184,-5.5573
2021,Miami Hurricanes,Miami FL,128,102.3821,99.5362,2.8459,0.580345,0.700145,0.009364,-6.5099
2021,George Mason Patriots,George Mason,129,101.3577,98.7292,2.6285,0.574972,0.500418,0.032612,-4.0407
2021,Tulsa Golden Hurricane,Tulsa,130,101.4978,98.8658,2.632,0.574967,0.583347,0.004388,-5.3189
2021,Kent St.,Kent St.,131,103.8042,101.2342,2.57,0.571582,0.504747,0.106305,-2.8417
2021,Santa Clara Broncos,Santa Clara,132,101.3354,98.9593,2.3761,0.567795,0.535973,0.078034,-2.8877
2021,Mercer,Mercer,133,105.1974,102.7754,2.422,0.566569,0.439057,0.009164,-6.2315
2021,Morehead St.,Morehead St.,134,100.1295,97.9925,2.137,0.561708,0.409669,0.113618,-1.9254
2021,Iona Gaels,Iona,135,100.872,98.9521,1.9199,0.555024,0.356369,-0.012049,-3.1903
2021,James Madison Dukes,James Madison,136,104.7004,102.7319,1.9686,0.554354,0.369811,-0.03094,-4.5195
2021,East Tennessee St.,East Tennessee St.,137,102.3325,100.4128,1.9198,0.554233,0.48898,-0.040427,-7.2093
2021,Drexel Dragons,Drexel,138,106.7044,104.8041,1.9003,0.551479,0.420504,-0.008563,-4.4836
2021,Weber State Wildcats,Weber St.,139,105.8649,104.0888,1.7762,0.548492,0.329927,0.042049,-3.1775
2021,Vermont Catamounts,Vermont,140,105.1525,103.3945,1.7581,0.548323,0.28678,-0.081805,-3.795
2021,Southern Utah Thunderbirds,Southern Utah,141,107.4518,105.665,1.7869,0.548062,0.293029,0.101436,-1.4232
2021,Kansas State Wildcats,Kansas St.,142,98.4277,96.8262,1.6016,0.547026,0.683365,-0.045204,-8.0138
2021,Chattanooga,Chattanooga,143,102.8608,101.2015,1.6592,0.546618,0.414071,0.074405,-4.2096
2021,New Mexico State Aggies,New Mexico St.,144,105.0123,103.3211,1.6912,0.546543,0.347995,-0.069875,-5.4876
2021,Old Dominion,Old Dominion,145,101.2136,99.6617,1.5519,0.544308,0.486077,0.109801,-3.0493
2021,Washington Huskies,Washington,146,102.4284,100.8659,1.5624,0.544078,0.794597,-0.043008,-8.288
2021,Wofford Terriers,Wofford,147,105.0463,103.5142,1.5321,0.54214,0.473869,0.063894,-4.7213
2021,Ball St.,Ball St.,148,103.4012,101.9285,1.4727,0.541149,0.530648,-0.06576,-7.4701
2021,Navy Midshipmen,Navy,149,103.6885,102.315,1.3734,0.538261,0.375538,0.172718,-0.4979
2021,Georgia St.,Georgia St.,150,105.9346,104.6056,1.3291,0.536235,0.357318,0.062114,-3.2618
2021,South Dakota Coyotes,South Dakota,151,107.3622,106.0158,1.3464,0.536219,0.417162,-0.044845,-6.8669
2021,UTSA Roadrunners,UTSA,152,106.1167,104.9661,1.1506,0.531301,0.440248,-0.005371,-6.1182
2021,Wyoming Cowboys,Wyoming,153,108.8398,107.6627,1.1771,0.531222,0.49377,0.028183,-5.0751
2021,Florida Atlantic,Florida Atlantic,154,102.2691,101.3368,0.9323,0.526305,0.336041,-0.101349,-7.219
2021,Tulane,Tulane,155,99.0148,98.1158,0.899,0.526197,0.587575,0.001328,-5.8927
2021,Murray State Racers,Murray St.,156,103.9467,103.1085,0.8382,0.523261,0.32042,-0.190748,-10.2664
2021,Wake Forest Demon Deacons,Wake Forest,157,101.9345,101.1785,0.756,0.52139,0.702436,-0.041568,-7.0924
2021,Bowling Green,Bowling Green,158,103.6767,102.9526,0.7241,0.520138,0.489835,0.016738,-5.5092
2021,North Dakota State Bison,North Dakota St.,159,102.7567,102.062,0.6948,0.519495,0.464659,0.011997,-6.8235
2021,Jacksonville State Gamecocks,Jacksonville St.,160,104.4987,103.8717,0.627,0.517295,0.373809,0.03295,-5.1244
2021,Boston College Eagles,Boston College,161,103.5526,102.9558,0.5968,0.516611,0.744062,-0.071827,-7.5269
2021,Miami (OH) RedHawks,Miami OH,162,104.975,104.4564,0.5185,0.514232,0.478788,-0.008692,-6.3634
2021,Cal St. Bakersfield,Cal St. Bakersfield,163,102.848,102.5415,0.3065,0.50858,0.434506,0.016031,-5.7703
2021,Stephen F. Austin,Stephen F. Austin,164,102.7455,102.4728,0.2728,0.507642,0.265195,0.028233,-2.6524
2021,Bellarmine,Bellarmine,165,107.5267,107.3668,0.16,0.50428,0.329476,-0.037052,-4.7281
2021,Bradley Braves,Bradley,166,102.9929,102.8671,0.1258,0.503513,0.519749,-0.054919,-9.6198
2021,Texas St.,Texas St.,167,99.4843,99.5661,-0.0818,0.497636,0.293403,0.02214,-4.2598
2021,VMI Keydets,VMI,168,105.9468,106.1533,-0.2065,0.494403,0.447584,-0.024594,-7.44
2021,Iowa State Cyclones,Iowa St.,169,100.6239,100.9338,-0.3099,0.491161,0.762708,-0.155104,-10.2854
2021,UNLV Rebels,UNLV,170,103.425,103.8607,-0.4357,0.487917,0.52374,-0.024372,-7.8463
2021,UMBC Retrievers,UMBC,171,100.2277,100.678,-0.4503,0.487114,0.345317,0.060208,-3.7755
2021,Northeastern,Northeastern,172,98.0426,98.6146,-0.572,0.483281,0.53344,0.079109,-4.3891
2021,Bryant,Bryant,173,102.9339,103.5649,-0.631,0.482437,0.290703,-0.012732,-3.9381
2021,East Carolina Pirates,East Carolina,174,98.1874,98.804,-0.6166,0.48201,0.55031,-0.031915,-6.1624
2021,Northern Iowa,Northern Iowa,175,102.3406,103.0164,-0.6758,0.481086,0.537954,-0.049558,-8.9044
2021,Gardner Webb,Gardner Webb,176,104.5747,105.2888,-0.7141,0.480445,0.379453,-0.174531,-10.9372
2021,Eastern Kentucky,Eastern Kentucky,177,101.4744,102.1811,-0.7067,0.480058,0.323593,0.100808,-3.7609
2021,Hofstra Pride,Hofstra,178,106.2809,107.0583,-0.7774,0.47906,0.445815,0.030892,-5.8663
2021,Detroit Mercy Titans,Detroit Mercy,179,107.6966,108.8845,-1.1878,0.468506,0.403181,-0.025688,0.0
2021,Fresno St.,Fresno St.,180,100.8341,102.1453,-1.3113,0.462922,0.508808,0.03412,-6.1197
2021,Cleveland State Vikings,Cleveland St.,181,100.4979,101.8244,-1.3265,0.462371,0.429162,0.16339,-2.6691
2021,South Florida,South Florida,182,100.6247,102.2395,-1.6148,0.454357,0.627949,0.062679,-5.923
2021,San Diego,San Diego,183,98.0667,99.9259,-1.8592,0.446214,0.655489,-0.089875,-5.9096
2021,Sam Houston St.,Sam Houston St.,184,100.4117,102.4499,-2.0382,0.442482,0.339906,0.052294,-4.3058
2021,Hartford Hawks,Hartford,185,97.0844,99.146,-2.0616,0.439881,0.357083,0.029645,-4.8679
2021,Elon Phoenix,Elon,186,98.0028,100.1235,-2.1207,0.43876,0.400957,-0.005528,-6.4629
2021,Coastal Carolina,Coastal Carolina,187,98.8277,101.1388,-2.3111,0.433929,0.289094,0.029111,-5.23
2021,Southern Illinois,Southern Illinois,188,99.6366,101.9956,-2.359,0.433129,0.510529,0.01646,-7.8719
2021,Army Black Knights,Army,189,98.8089,101.4787,-2.6698,0.423943,0.447632,0.050146,-5.2165
2021,Siena Saints,Siena,190,99.5908,102.4139,-2.823,0.420323,0.296751,0.074345,-3.6493
2021,Austin Peay,Austin Peay,191,104.1719,107.1677,-2.9958,0.419201,0.311992,-0.110941,-10.2912
2021,Utah Valley Wolverines,Utah Valley,192,100.9648,103.9242,-2.9594,0.417697,0.44161,-0.009309,-6.7691
2021,Loyola Maryland Greyhounds,Loyola MD,193,98.1891,101.1301,-2.941,0.415955,0.383269,-0.182076,-8.7155
2021,Campbell,Campbell,194,103.2536,106.4487,-3.1951,0.413269,0.327904,0.023505,-6.566
2021,Montana Grizzlies,Montana,195,98.8401,101.9786,-3.1384,0.411086,0.392433,-0.006555,-8.0921
2021,Rice,Rice,196,102.5501,105.8175,-3.2674,0.410791,0.448473,0.043159,-7.525
2021,Saint Joseph's Hawks,Saint Joseph's,197,101.4277,104.6814,-3.2537,0.410205,0.672689,-0.011076,-7.9924
2021,Valparaiso Beacons,Valparaiso,198,96.2495,99.3819,-3.1323,0.408954,0.52201,-0.044838,-11.4751
2021,Hawaii Rainbow Warriors,Hawaii,199,101.3072,104.664,-3.3567,0.407365,0.404551,-0.002252,-7.0327
2021,Louisiana,Louisiana,200,101.1361,104.6914,-3.5553,0.401956,0.346394,0.078537,0.0
2021,Delaware,Delaware,201,98.157,101.6177,-3.4606,0.401682,0.347867,-0.107753,-6.5708
2021,Seattle,Seattle,202,98.2837,102.0153,-3.7315,0.394476,0.364761,-0.036072,-7.7625
2021,Tarleton St.,Tarleton St.,203,98.9645,102.9303,-3.9658,0.388921,0.348417,-0.061793,-7.4452
2021,Norfolk State Spartans,Norfolk St.,204,98.2106,102.225,-4.0144,0.386816,0.30118,0.058486,-5.0364
2021,Cal Baptist,Cal Baptist,205,105.214,109.5212,-4.3071,0.386656,0.327923,-0.042707,-6.9053
2021,La Salle Explorers,La Salle,206,101.3651,105.5289,-4.1639,0.386286,0.579657,0.025279,-8.8903
2021,Evansville,Evansville,207,105.4706,110.2451,-4.7746,0.375391,0.520393,-0.027442,-10.2674
2021,Wagner Seahawks,Wagner,208,101.1684,105.933,-4.7646,0.370695,0.292236,0.045493,-5.0567
2021,Albany Great Danes,Albany,209,98.6818,103.6095,-4.9277,0.363459,0.335027,-0.115631,-7.4013
2021,Illinois State Redbirds,Illinois St.,210,98.2106,103.3403,-5.1297,0.357668,0.523708,-0.087845,-11.9791
2021,UMKC,UMKC,211,96.2436,101.2932,-5.0496,0.357077,0.389493,-0.060359,-9.0205
2021,South Alabama,South Alabama,212,102.3702,107.7424,-5.3722,0.35705,0.320746,0.03864,-8.1772
2021,Northern Kentucky Norse,Northern Kentucky,213,102.8678,108.2941,-5.4263,0.356366,0.380491,0.062927,-7.8052
2021,George Washington Revolutionaries,George Washington,214,100.7679,106.0837,-5.3157,0.356362,0.474043,-0.123953,-8.8267
2021,Texas Southern,Texas Southern,215,98.0985,103.3767,-5.2782,0.35373,0.331711,0.066246,-4.3472
2021,UC Davis Aggies,UC Davis,216,97.0359,102.3619,-5.3261,0.351035,0.383145,0.066904,-5.6597
2021,Saint Peter's,Saint Peter's,217,90.5598,95.637,-5.0772,0.348118,0.330217,0.020107,-8.0875
2021,Charleston Cougars,Charleston,218,102.7854,108.6596,-5.8742,0.345442,0.394496,-0.032629,0.0
2021,Morgan State Bears,Morgan St.,219,99.9394,105.6606,-5.7212,0.345204,0.255457,0.00389,-6.2745
2021,Arkansas St.,Arkansas St.,220,99.6585,105.4964,-5.8379,0.34194,0.326426,-0.09442,-10.1358
2021,Montana State Bobcats,Montana St.,221,99.366,105.2157,-5.8496,0.341229,0.378158,0.073226,-6.7286
2021,Mount St. Mary's,Mount St. Mary's,222,95.3077,100.9315,-5.6238,0.340895,0.332062,-0.011286,-7.2252
2021,Nicholls State Colonels,Nicholls St.,223,98.6483,104.6011,-5.9528,0.337641,0.302411,0.13954,-3.9413
2021,Long Beach State Beach,Long Beach St.,224,97.9048,103.8232,-5.9184,0.337384,0.446016,-0.0708,-9.0804
2021,Monmouth Hawks,Monmouth,225,98.7277,104.714,-5.9864,0.336935,0.331364,0.084759,-6.0376
2021,Oakland Golden Grizzlies,Oakland,226,102.4103,108.6551,-6.2448,0.336104,0.481505,0.026594,-11.536
2021,Longwood,Longwood,227,98.542,104.5695,-6.0275,0.335649,0.356649,-0.09823,-12.4172
2021,Appalachian St.,Appalachian St.,228,97.629,103.6364,-6.0075,0.334763,0.333328,0.04554,-7.6381
2021,Milwaukee Panthers,Milwaukee,229,101.8343,108.13,-6.2957,0.334065,0.390718,-0.005145,-8.7809
2021,Northern Colorado,Northern Colorado,230,98.994,105.1289,-6.1349,0.333705,0.347707,-0.040957,-7.8195
2021,Boston University,Boston University,231,101.7349,108.1699,-6.435,0.330632,0.447001,-0.01419,-7.8502
2021,Lipscomb,Lipscomb,232,100.2669,106.7005,-6.4336,0.328455,0.313591,-0.010218,-8.8018
2021,Stetson,Stetson,233,100.8877,107.3631,-6.4754,0.328407,0.357619,-0.065228,-10.7571
2021,Citadel Bulldogs,The Citadel,234,102.8556,109.4886,-6.6329,0.327684,0.410969,0.057281,-8.3052
2021,Youngstown State Penguins,Youngstown St.,235,101.878,108.4635,-6.5855,0.327321,0.296045,-0.017616,-9.2538
2021,Prairie View A&M Panthers,Prairie View A&M,236,95.2719,101.5262,-6.2543,0.324933,0.238274,0.097704,-3.0198
2021,Stony Brook Seawolves,Stony Brook,237,94.5486,100.9932,-6.4447,0.319014,0.357544,-0.089031,-11.221
2021,Radford,Radford,238,97.7323,104.4077,-6.6754,0.318686,0.343511,0.039006,-8.6946
2021,Western Carolina Catamounts,Western Carolina,239,100.0799,107.0719,-6.992,0.31505,0.438679,0.004107,-11.5466
2021,Green Bay Phoenix,Green Bay,240,102.0163,109.3985,-7.3821,0.309292,0.417072,-0.108038,-12.5197
2021,Samford Bulldogs,Samford,241,96.7501,103.8678,-7.1176,0.30654,0.447573,-0.087694,-9.7092
2021,Niagara Purple Eagles,Niagara,242,99.2909,106.6286,-7.3378,0.305778,0.345108,-0.020071,-8.6854
2021,Portland State Vikings,Portland St.,243,93.0826,100.0248,-6.9422,0.304236,0.316263,-0.140026,-10.4971
2021,Lafayette Leopards,Lafayette,244,103.5068,111.2431,-7.7363,0.303872,0.302877,0.075913,-4.7811
2021,Marist Red Foxes,Marist,245,93.0642,100.0235,-6.9593,0.303787,0.289204,0.053842,-7.3764
