season,team,source_name,rank,adjoe,adjde,adj_em,barthag,sos_adj,luck,wab,adj_t
2019,Nebraska Cornhuskers,Nebraska,46,113.2584,99.3523,13.9061,0.818541,0.730597,0.002114,-0.0587,66.46
2019,Minnesota Golden Gophers,Minnesota,47,111.1137,97.5122,13.6015,0.817817,0.74283,0.094449,2.6838,67.2653
2019,Creighton Bluejays,Creighton,48,111.8167,98.2169,13.5997,0.81628,0.680921,-0.048481,-2.1834,68.5149
2019,New Mexico State Aggies,New Mexico St.,49,112.8589,99.187,13.6719,0.815328,0.418452,0.046249,1.6333,65.6028
2019,Belmont Bruins,Belmont,50,115.9172,102.0301,13.887,0.812675,0.447275,0.052132,1.373,70.9426
2019,Washington Huskies,Washington,51,106.5251,94.2227,12.3024,0.803966,0.642018,0.12236,3.2906,65.6928
2019,Arkansas Razorbacks,Arkansas,52,110.1022,97.8779,12.2242,0.794686,0.696361,-0.02941,-2.2313,70.3494
2019,Indiana Hoosiers,Indiana,53,108.3065,96.4414,11.865,0.791556,0.710702,0.024799,-0.0043,66.9095
2019,Memphis Tigers,Memphis,54,109.0375,97.103,11.9345,0.791348,0.620276,-0.006577,-1.2548,74.1865
2019,Lipscomb,Lipscomb,55,111.2399,99.0895,12.1505,0.790867,0.473188,0.065794,-0.2845,72.925
2019,Missouri Tigers,Missouri,56,108.0633,96.284,11.7794,0.790391,0.712164,-0.05783,-3.0583,64.5009
2019,Wichita State Shockers,Wichita St.,57,107.4373,95.8288,11.6085,0.788341,0.660297,0.00243,-2.8101,67.8847
2019,Dayton Flyers,Dayton,58,112.0298,99.9464,12.0834,0.787932,0.562841,-0.043367,-2.1287,64.7044
2019,Murray State Racers,Murray St.,59,111.4603,99.6211,11.8391,0.784381,0.412825,0.076874,1.3495,68.6642
2019,Temple,Temple,60,110.2702,98.7443,11.5259,0.780674,0.634235,0.091387,1.9624,68.6822
2019,Alabama Crimson Tide,Alabama,61,108.3132,97.0539,11.2593,0.779412,0.717708,0.018659,-0.1309,68.4901
2019,Furman Paladins,Furman,62,108.7569,97.6086,11.1484,0.776212,0.440953,0.008438,-0.2575,66.4232
2019,South Carolina Gamecocks,South Carolina,63,108.5817,97.4781,11.1036,0.775663,0.691948,-0.014959,-2.0752,70.2605
2019,Arizona State Sun Devils,Arizona St.,64,109.5718,98.6855,10.8863,0.769126,0.629804,0.067558,0.2292,70.2841
2019,Seton Hall Pirates,Seton Hall,65,108.7658,98.0689,10.6969,0.76684,0.695389,0.048774,-0.2853,68.9053
2019,Xavier Musketeers,Xavier,66,111.2609,100.3221,10.9388,0.766768,0.684851,-0.012206,-2.7794,65.1303
2019,Toledo,Toledo,67,109.5931,98.8458,10.7473,0.766196,0.512288,0.04511,0.0781,67.6002
2019,Miami Hurricanes,Miami FL,68,110.1844,99.9429,10.2415,0.75434,0.670655,-0.0902,-4.9926,66.8178
2019,Colorado Buffaloes,Colorado,69,106.6693,96.7924,9.8769,0.753505,0.572665,-0.016495,-3.3648,67.8791
2019,Illinois Fighting Illini,Illinois,70,110.4962,100.3942,10.1021,0.750745,0.749847,-0.086017,-5.5712,70.3706
2019,UC Irvine Anteaters,UC Irvine,71,108.2639,98.6025,9.6613,0.745539,0.421607,0.093656,0.934,64.9978
2019,Liberty Flames,Liberty,72,110.1957,100.5734,9.6223,0.74092,0.392919,0.057689,-0.4285,61.9619
2019,Providence Friars,Providence,73,105.1815,96.167,9.0144,0.736995,0.651483,-0.023873,-3.2795,67.7046
2019,San Francisco Dons,San Francisco,74,112.1207,102.5224,9.5983,0.736758,0.490178,-0.009601,-2.4818,66.2978
2019,Vermont Catamounts,Vermont,75,108.155,98.9613,9.1938,0.73529,0.38154,0.025979,-0.7519,65.3346
2019,Butler Bulldogs,Butler,76,111.3775,102.0881,9.2894,0.731358,0.696708,-0.031627,-4.2471,65.7552
2019,Rutgers Scarlet Knights,Rutgers,77,105.694,97.3014,8.3926,0.721407,0.705899,-0.009369,-3.5035,67.4939
2019,Northwestern Wildcats,Northwestern,78,102.0515,94.0051,8.0463,0.720001,0.697084,-0.072635,-5.683,65.7984
2019,USC,USC,79,109.8378,101.5403,8.2975,0.71163,0.594828,-0.099565,-6.9148,69.5531
2019,Fresno St.,Fresno St.,80,108.0667,100.1238,7.9429,0.706391,0.473859,0.036898,-1.8429,67.5456
2019,Oklahoma State Cowboys,Oklahoma St.,81,109.7214,101.6672,8.0542,0.706149,0.768425,-0.003976,-4.0637,65.902
2019,Yale Bulldogs,Yale,82,111.5818,103.5364,8.0454,0.702787,0.487205,0.066005,-0.7024,70.7543
2019,Texas A&M Aggies,Texas A&M,83,107.2142,99.5691,7.6451,0.700721,0.692733,-0.021696,-4.4025,67.4045
2019,St. John's Red Storm,St. John's,84,108.3066,100.6251,7.6816,0.699727,0.623624,0.073224,-1.0834,70.8754
2019,West Virginia Mountaineers,West Virginia,85,109.6633,101.9556,7.7077,0.698063,0.732978,-0.004021,-3.7301,70.3498
2019,SMU Mustangs,SMU,86,113.2014,105.319,7.8824,0.696356,0.608812,-0.078839,-6.3118,64.8557
2019,Davidson Wildcats,Davidson,87,108.3621,100.8818,7.4803,0.694783,0.535035,0.080073,-0.6603,64.7432
2019,Utah Utes,Utah,88,115.6291,107.9564,7.6727,0.687744,0.613868,0.00629,-4.0748,65.9867
2019,Notre Dame Fighting Irish,Notre Dame,89,108.1202,100.9618,7.1583,0.68735,0.656749,-0.055011,-5.6402,65.1614
2019,San Diego,San Diego,90,105.3848,98.445,6.9398,0.68641,0.564521,0.010985,-3.5022,66.4896
2019,BYU Cougars,BYU,91,111.0277,103.7987,7.229,0.68444,0.567202,0.028969,-2.9337,70.995
2019,South Dakota St.,South Dakota St.,92,112.3985,105.1396,7.2589,0.683037,0.388067,-0.008349,-3.2534,70.8203
2019,Georgia Southern,Georgia Southern,93,108.31,101.3301,6.98,0.68267,0.502576,-0.008874,-4.5834,73.2404
2019,Penn,Penn,94,104.6762,98.2047,6.4715,0.675661,0.502927,-0.022491,-4.8525,67.2025
2019,Arizona Wildcats,Arizona,95,104.931,98.4793,6.4517,0.674751,0.632908,0.01854,-4.0546,66.6017
2019,UConn Huskies,Connecticut,96,108.7794,102.1245,6.6549,0.673925,0.60331,-0.039168,-5.6392,68.8987
2019,South Florida,South Florida,97,102.7291,96.4638,6.2653,0.673414,0.532118,0.023078,-4.34,67.0807
2019,Northeastern,Northeastern,98,110.1857,103.5289,6.6569,0.671867,0.49397,0.043886,-2.5813,66.2039
2019,Northern Kentucky Norse,Northern Kentucky,99,108.8676,102.3453,6.5223,0.670505,0.427383,0.049307,-2.0325,68.2083
2019,UNC Greensboro Spartans,UNC Greensboro,100,105.4427,99.133,6.3097,0.670316,0.470266,0.158003,2.0736,67.4503
2019,Oregon St.,Oregon St.,101,111.409,104.7475,6.6615,0.67019,0.599681,0.033509,-3.752,65.5767
2019,UCLA Bruins,UCLA,102,109.5108,103.0065,6.5043,0.66911,0.642751,9.6e-05,-5.0714,72.39
2019,Wright State Raiders,Wright St.,103,107.3664,101.0207,6.3457,0.668322,0.465285,-0.062206,-6.3516,65.2037
2019,St. Bonaventure,St. Bonaventure,104,102.1155,96.1345,5.981,0.666877,0.520585,-0.087378,-7.9968,64.2259
2019,Loyola Chicago Ramblers,Loyola Chicago,105,105.2098,99.1747,6.0351,0.663594,0.469683,-0.077546,-6.9633,62.6852
2019,Georgetown Hoyas,Georgetown,106,108.5592,102.467,6.0921,0.660198,0.634995,0.066771,-2.3457,72.131
2019,East Tennessee St.,East Tennessee St.,107,109.1945,103.075,6.1195,0.659989,0.461391,0.061829,-1.3085,66.9549
2019,Saint Louis Billikens,Saint Louis,108,102.3259,96.7089,5.617,0.656844,0.546772,0.056543,-2.9628,66.3043
2019,Hofstra Pride,Hofstra,109,115.8811,109.5236,6.3576,0.65676,0.378363,0.051683,-1.6932,67.6633
2019,Akron Zips,Akron,110,99.3895,93.964,5.4255,0.656007,0.503325,-0.099196,-7.8571,66.0823
2019,Harvard,Harvard,111,106.0757,100.4354,5.6403,0.652112,0.544774,0.053526,-3.2977,66.9824
2019,San Diego State Aztecs,San Diego St.,112,103.3227,97.8298,5.4929,0.652086,0.521153,0.027687,-3.9422,66.3847
2019,Southern Miss Golden Eagles,Southern Miss,113,107.8185,102.1759,5.6426,0.6498,0.441021,-0.054713,-5.5238,64.6275
2019,Georgia St.,Georgia St.,114,107.7382,102.2367,5.5015,0.646287,0.529025,0.121036,-1.0965,69.7
2019,Tulsa Golden Hurricane,Tulsa,115,105.6789,100.3148,5.3641,0.645441,0.604068,0.052425,-3.3776,68.6058
2019,Bowling Green,Bowling Green,116,108.4681,103.0082,5.4598,0.644269,0.497893,0.034199,-4.0384,70.0964
2019,Boise State Broncos,Boise St.,117,108.668,103.3643,5.3036,0.640015,0.502907,-0.19981,-11.7085,65.2998
2019,Grand Canyon Lopes,Grand Canyon,118,107.3422,102.1993,5.1428,0.637518,0.485666,-0.019623,-5.3821,67.6745
2019,Drake,Drake,119,107.2623,102.2185,5.0438,0.635039,0.451662,0.053146,-2.6612,69.0036
2019,Pittsburgh Panthers,Pittsburgh,120,104.1792,99.3678,4.8114,0.632688,0.638667,-0.027961,-6.2618,67.2303
2019,DePaul Blue Demons,DePaul,121,112.5697,107.4106,5.1591,0.631697,0.598578,0.011998,-5.097,69.4818
2019,Old Dominion,Old Dominion,122,100.2166,95.6538,4.5627,0.630852,0.474706,0.110813,-1.5732,64.6037
2019,Austin Peay,Austin Peay,123,111.4265,106.6506,4.7759,0.623347,0.397205,-0.004877,-4.7395,68.8407
2019,Georgia Bulldogs,Georgia,124,105.7631,101.2664,4.4968,0.622377,0.696194,-0.051677,-7.4218,68.5704
2019,Utah Valley Wolverines,Utah Valley,125,108.1094,103.5316,4.5778,0.621888,0.440246,0.077907,-2.0796,68.295
2019,Loyola Marymount,Loyola Marymount,126,104.0796,99.6729,4.4067,0.621876,0.478842,0.043661,-3.7883,62.3947
2019,Western Kentucky Hilltoppers,Western Kentucky,127,104.8618,100.478,4.3838,0.620365,0.535029,0.026205,-5.337,67.7891
2019,Boston College Eagles,Boston College,128,107.0787,102.6752,4.4035,0.618438,0.649012,0.003188,-5.3259,67.3187
2019,Jacksonville State Gamecocks,Jacksonville St.,129,104.7146,100.4376,4.277,0.617647,0.381954,0.048204,-3.0288,67.4938
2019,Georgia Tech Yellow Jackets,Georgia Tech,130,100.7719,96.9118,3.8601,0.610443,0.658895,0.012911,-4.7653,66.961
2019,Charleston Cougars,Charleston,131,107.9704,104.1018,3.8686,0.60339,0.41792,0.074012,-2.863,65.4905
2019,Central Michigan,Central Michigan,132,110.2416,106.3159,3.9257,0.602761,0.459319,0.044743,-3.7549,70.9299
2019,Stanford Cardinal,Stanford,133,102.2801,98.6523,3.6278,0.602361,0.606431,0.00917,-5.7127,69.5531
2019,Rhode Island,Rhode Island,134,104.5117,100.8848,3.6269,0.600171,0.542483,0.006285,-6.5416,67.5347
2019,Colgate Raiders,Colgate,135,110.2313,106.425,3.8063,0.599675,0.413486,0.03929,-4.1148,66.5574
2019,Montana Grizzlies,Montana,136,107.3391,104.14,3.1991,0.586121,0.367159,0.061832,-3.0102,66.3155
2019,Ball St.,Ball St.,137,101.5448,98.7309,2.8138,0.580096,0.523023,-0.048355,-8.398,70.1042
2019,Radford,Radford,138,108.3174,105.4331,2.8842,0.576975,0.437649,0.057008,-4.2089,64.3378
2019,Kent St.,Kent St.,139,109.964,107.0578,2.9063,0.576403,0.500415,0.112548,-2.4927,67.4508
2019,Louisiana Monroe,Louisiana Monroe,140,112.3964,109.5989,2.7975,0.57196,0.45857,-0.048193,-7.2339,65.9892
2019,Texas St.,Texas St.,141,101.994,99.4829,2.5111,0.571181,0.423135,0.079875,-3.058,64.8263
2019,UTSA Roadrunners,UTSA,142,106.1444,103.6153,2.5291,0.568891,0.450272,-0.064471,-8.5836,71.9233
2019,Coastal Carolina,Coastal Carolina,143,107.4629,105.2394,2.2235,0.559823,0.462473,-0.072689,-9.7082,69.3545
2019,Samford Bulldogs,Samford,144,106.2833,104.3144,1.9689,0.553553,0.452753,-0.069936,-8.642,68.9901
2019,Northern Illinois Huskies,Northern Illinois,145,107.6238,105.8486,1.7752,0.547673,0.510591,-0.024558,-8.6807,65.8408
2019,UT Arlington,UT Arlington,146,101.5275,99.8756,1.6519,0.547023,0.523935,0.006902,-7.2664,66.2708
2019,Pepperdine Waves,Pepperdine,147,108.1004,106.352,1.7484,0.546743,0.496334,-0.065099,-9.48,70.1994
2019,Miami (OH) RedHawks,Miami OH,148,104.026,102.4048,1.6213,0.545038,0.542796,-0.023042,-8.4988,66.0801
2019,Brown,Brown,149,99.6086,98.2125,1.3961,0.540492,0.434513,0.037385,-5.4547,71.0102
2019,Louisiana Tech Bulldogs,Louisiana Tech,150,104.3346,103.1008,1.2338,0.534148,0.435249,0.017116,-6.7711,65.5678
2019,UAB Blazers,UAB,151,107.1679,105.9756,1.1923,0.53212,0.444991,-0.007798,-7.2405,65.0297
2019,Bucknell Bison,Bucknell,152,105.1253,104.4566,0.6687,0.518339,0.452651,0.078227,-5.2518,70.6169
2019,Bradley Braves,Bradley,153,102.1303,101.5371,0.5932,0.516741,0.467206,0.026776,-7.6155,64.9463
2019,Abilene Christian Wildcats,Abilene Christian,154,102.0087,101.5848,0.4239,0.511969,0.284414,0.082463,-2.4715,65.4922
2019,Richmond,Richmond,155,109.0587,108.6502,0.4085,0.510788,0.472927,-0.152494,-13.247,65.7925
2019,Florida Atlantic,Florida Atlantic,156,99.4671,99.2911,0.176,0.505093,0.432713,-0.048109,-8.8401,67.3396
2019,Saint Joseph's Hawks,Saint Joseph's,157,106.3287,106.336,-0.0073,0.499802,0.554817,-0.027813,-10.3143,68.4454
2019,Wake Forest Demon Deacons,Wake Forest,158,104.3925,104.4252,-0.0327,0.4991,0.658884,-0.001957,-7.4354,67.4186
2019,North Texas Mean Green,North Texas,159,98.4663,98.5746,-0.1083,0.496839,0.381223,0.02255,-6.883,65.4915
2019,Louisiana,Louisiana,160,107.3916,107.5268,-0.1352,0.496382,0.455466,0.054308,-6.2211,71.8412
2019,Vanderbilt Commodores,Vanderbilt,161,101.1451,101.3164,-0.1713,0.495135,0.69255,-0.038634,-9.0883,67.3088
2019,Eastern Michigan Eagles,Eastern Michigan,162,102.4078,102.6023,-0.1944,0.494547,0.532228,-0.003379,-7.925,62.9185
2019,Southern Illinois,Southern Illinois,163,103.0357,103.249,-0.2133,0.494055,0.488149,0.021786,-7.9726,65.6715
2019,Oakland Golden Grizzlies,Oakland,164,107.7554,108.0171,-0.2616,0.493029,0.460378,-0.045869,-10.1014,68.3765
2019,Northern Colorado,Northern Colorado,165,103.5686,103.9534,-0.3848,0.489341,0.319189,-0.005108,-6.4576,66.1127
2019,Marshall,Marshall,166,106.5122,106.9754,-0.4632,0.487526,0.485106,0.109804,-6.2095,74.41
2019,Gardner Webb,Gardner Webb,167,107.0841,107.5766,-0.4925,0.486812,0.388327,0.069042,-4.8588,67.2404
2019,Purdue Fort Wayne,Purdue Fort Wayne,168,107.6084,108.1277,-0.5193,0.486162,0.394543,-0.04353,-9.3405,71.5597
2019,Seattle,Seattle,169,101.068,101.5894,-0.5214,0.48521,0.38978,-0.06088,-8.6931,67.1303
2019,Princeton,Princeton,170,99.0285,99.5725,-0.5439,0.484256,0.479756,0.07007,-5.4301,67.3565
2019,Northern Iowa,Northern Iowa,171,101.4631,102.0588,-0.5957,0.483177,0.491678,-0.02464,-10.7671,64.0817
2019,Sam Houston St.,Sam Houston St.,172,106.6831,107.3209,-0.6377,0.482871,0.342328,0.005945,-6.51,66.1337
2019,Duquesne Dukes,Duquesne,173,104.8224,105.4601,-0.6377,0.482571,0.47731,0.067386,-6.4968,69.664
2019,Lehigh Mountain Hawks,Lehigh,174,108.4473,109.1305,-0.6832,0.481954,0.420376,0.088711,-5.2422,71.6054
2019,Charleston Southern,Charleston Southern,175,100.9311,101.6463,-0.7152,0.479712,0.381063,-0.070293,-9.1116,68.9655
2019,Missouri St.,Missouri St.,176,102.7843,103.541,-0.7567,0.478924,0.458976,-0.02053,-9.6705,65.8692
2019,UNLV Rebels,UNLV,177,105.5069,106.3044,-0.7975,0.478363,0.485307,0.034786,-7.3387,67.4675
2019,Illinois Chicago,Illinois Chicago,178,101.514,102.3428,-0.8288,0.476641,0.443366,-0.03191,-9.8449,70.2537
2019,Nebraska Omaha,Nebraska Omaha,179,109.5097,110.4709,-0.9612,0.474897,0.424527,0.107757,-4.4025,67.8826
2019,George Mason Patriots,George Mason,180,103.7823,104.883,-1.1007,0.469705,0.514874,0.072412,-6.5903,67.868
2019,Green Bay Phoenix,Green Bay,181,104.6118,105.8855,-1.2736,0.465265,0.475925,0.055412,-8.2153,73.2529
2019,Colorado State Rams,Colorado St.,182,107.5239,108.9159,-1.392,0.463086,0.500963,-0.108043,-12.7403,66.85
2019,North Florida,North Florida,183,103.4844,104.8387,-1.3543,0.462689,0.486722,0.003932,-7.7557,71.9093
2019,Hampton Pirates,Hampton,184,107.2902,108.7859,-1.4958,0.460279,0.372493,-0.071555,-11.2134,71.0396
2019,American Eagles,American,185,102.8213,104.3732,-1.5519,0.457038,0.34206,-0.113615,-11.0976,66.6263
2019,Presbyterian,Presbyterian,186,108.9679,110.7693,-1.8014,0.453,0.371207,-0.024723,-9.4716,67.3473
2019,Campbell,Campbell,187,107.9473,109.7696,-1.8223,0.452018,0.384378,0.027243,-7.247,65.5999
2019,Stony Brook Seawolves,Stony Brook,188,98.6953,100.4662,-1.7709,0.449048,0.346902,0.123775,-3.6196,69.3995
2019,Winthrop Eagles,Winthrop,189,105.8412,107.9928,-2.1516,0.442399,0.395375,0.040586,-6.3428,72.7358
2019,Santa Clara Broncos,Santa Clara,190,101.344,103.429,-2.085,0.441719,0.499977,0.045898,-6.9526,66.1724
2019,New Mexico Lobos,New Mexico,191,103.6478,105.8199,-2.1721,0.440653,0.511999,-0.018215,-10.0708,72.4409
2019,North Dakota State Bison,North Dakota St.,192,107.7,109.9755,-2.2755,0.440177,0.430737,0.017476,-8.3996,64.9377
2019,Ohio Bobcats,Ohio,193,99.4157,101.5995,-2.1838,0.437853,0.567562,0.054784,-8.4597,69.3559
2019,Cal Baptist,Cal Baptist,194,106.0362,108.3988,-2.3626,0.436983,0.379637,-0.057894,-8.8072,67.7705
2019,UC Santa Barbara Gauchos,UC Santa Barbara,195,104.2827,106.7011,-2.4184,0.434467,0.32654,0.066805,-5.8477,64.2597
2019,Appalachian St.,Appalachian St.,196,106.5416,109.0656,-2.5239,0.43309,0.487259,-0.113495,-13.675,71.2485
2019,La Salle Explorers,La Salle,197,100.7474,103.5473,-2.7999,0.421837,0.530604,-0.098298,-13.1461,69.2407
2019,UTRGV Vaqueros,UT Rio Grande Valley,198,99.1059,101.8999,-2.794,0.420742,0.447789,0.035452,-7.9455,70.1035
2019,IU Indy,IU Indy,199,103.3992,106.4932,-3.0941,0.416034,0.429322,-0.012408,-10.2345,68.9911
2019,Mercer,Mercer,200,102.9707,106.1229,-3.1522,0.414167,0.50084,-0.085966,-12.0048,66.7583
2019,Indiana State Sycamores,Indiana St.,201,102.1412,105.2887,-3.1475,0.413619,0.485196,0.04101,-9.2862,68.6403
2019,Iona Gaels,Iona,202,106.3462,109.6752,-3.329,0.412299,0.381059,-0.021762,-10.1941,70.5267
2019,Hartford Hawks,Hartford,203,107.9857,111.5797,-3.594,0.406968,0.375824,-0.005491,-9.0215,66.8791
2019,Columbia,Columbia,204,102.5478,106.0012,-3.4534,0.40591,0.459682,-0.105032,-12.316,67.5519
2019,Hawaii Rainbow Warriors,Hawaii,205,103.4373,106.9309,-3.4936,0.405645,0.367057,0.008139,-8.4711,65.8882
2019,Dartmouth,Dartmouth,206,103.8454,107.4979,-3.6526,0.401904,0.443743,-0.116606,-12.7015,66.0718
2019,Prairie View A&M Panthers,Prairie View A&M,207,102.8769,106.5024,-3.6255,0.401723,0.319253,0.039245,-6.8848,70.6089
2019,FIU Panthers,FIU,208,102.4245,106.0555,-3.631,0.401163,0.424076,0.095333,-7.6607,77.802
2019,South Alabama,South Alabama,209,103.8599,107.627,-3.7671,0.398977,0.424239,-0.00502,-10.7112,66.1678
2019,Lamar,Lamar,210,104.1258,107.9409,-3.8151,0.397998,0.294524,-0.016327,-8.8217,68.0553
2019,Illinois State Redbirds,Illinois St.,211,101.1259,104.8417,-3.7158,0.397718,0.497435,0.087198,-8.8054,66.6511
2019,Washington State Cougars,Washington St.,212,105.9639,109.875,-3.9111,0.397278,0.549597,-0.056311,-12.0508,70.1643
2019,NJIT Highlanders,NJIT,213,100.7567,104.6093,-3.8526,0.393763,0.391899,0.110224,-6.0105,66.7724
2019,California Golden Bears,California,214,103.8534,108.0133,-4.1599,0.388969,0.623252,-0.056606,-13.348,66.349
2019,Rider Broncs,Rider,215,101.3465,105.4435,-4.097,0.387996,0.363919,-0.02243,-9.833,73.7365
2019,Pacific Tigers,Pacific,216,99.4559,103.6203,-4.1644,0.38421,0.507926,0.022105,-9.3939,64.8607
2019,William & Mary Tribe,William & Mary,217,103.4213,108.0115,-4.5902,0.37768,0.439047,-0.006223,-10.8486,68.6943
2019,South Dakota Coyotes,South Dakota,218,101.2588,105.8815,-4.6227,0.374404,0.409289,-0.060119,-11.4983,66.7489
2019,FGCU Eagles,Florida Gulf Coast,219,100.9518,105.7803,-4.8285,0.368817,0.450342,-0.015602,-10.9574,68.3476
2019,Valparaiso Beacons,Valparaiso,220,97.7195,102.5013,-4.7818,0.366003,0.444148,0.006779,-11.9459,64.8848
2019,Cornell Big Red,Cornell,221,99.5882,104.5282,-4.94,0.364301,0.469076,0.06804,-8.2781,67.9373
2019,Weber State Wildcats,Weber St.,222,101.0624,106.178,-5.1155,0.361733,0.345476,-0.006023,-10.425,70.7158
2019,High Point Panthers,High Point,223,99.804,104.88,-5.076,0.361121,0.390725,0.024421,-10.0372,63.5025
2019,Fairleigh Dickinson Knights,Fairleigh Dickinson,224,105.6962,111.1961,-5.4998,0.358163,0.31471,0.025549,-9.1516,66.6984
2019,Cal State Fullerton Titans,Cal St. Fullerton,225,98.0699,103.2157,-5.1457,0.357069,0.443142,0.019418,-9.4545,69.4571
